Date,Cons,Irradiacao,PV_Out,Surplus
2018-07-03 09:00:00,38.958333333333336,0.662,407.24419499999993,368.2858616666666
2018-07-03 10:00:00,45.052083333333336,0.709,436.1573024999999,391.1052191666666
2018-07-03 11:00:00,45.729166666666664,0.741,455.84282249999995,410.11365583333327
2018-07-03 12:00:00,47.395833333333336,0.748,460.14903,412.75319666666667
2018-07-03 13:00:00,45.729166666666664,0.744,457.6883399999999,411.95917333333324
2018-07-03 14:00:00,46.302083333333336,0.725,446.0000625,399.6979791666667
2018-07-03 15:00:00,46.71875,0.662,407.24419499999993,360.52544499999993
2018-07-03 16:00:00,46.25,0.574,353.10901499999994,306.85901499999994
2018-07-03 17:00:00,42.447916666666664,0.427,262.6786575,220.23074083333333
2018-07-03 18:00:00,37.96875,0.075,46.13793749999999,8.169187499999992
2018-07-03 19:00:00,31.354166666666668,0.0,0.0,-31.354166666666668
2018-07-03 20:00:00,24.947916666666668,0.0,0.0,-24.947916666666668
2018-07-03 21:00:00,21.197916666666668,0.0,0.0,-21.197916666666668
2018-07-03 22:00:00,19.635416666666668,0.0,0.0,-19.635416666666668
2018-07-03 23:00:00,18.958333333333332,0.0,0.0,-18.958333333333332
2018-07-04 00:00:00,18.020833333333332,0.0,0.0,-18.020833333333332
2018-07-04 01:00:00,17.552083333333332,0.0,0.0,-17.552083333333332
2018-07-04 02:00:00,17.239583333333332,0.0,0.0,-17.239583333333332
2018-07-04 03:00:00,17.03125,0.0,0.0,-17.03125
2018-07-04 04:00:00,16.666666666666668,0.0,0.0,-16.666666666666668
2018-07-04 05:00:00,16.875,0.286,175.93933499999997,159.06433499999997
2018-07-04 06:00:00,17.447916666666668,0.452,278.05796999999995,260.61005333333327
2018-07-04 07:00:00,26.041666666666668,0.534,328.502115,302.4604483333333
2018-07-04 08:00:00,32.395833333333336,0.602,370.33384499999994,337.9380116666666
2018-07-04 09:00:00,39.322916666666664,0.662,407.24419499999993,367.92127833333325
2018-07-04 10:00:00,44.6875,0.709,436.1573024999999,391.4698024999999
